"logFC","logCPM","PValue","FDR"
"ADAT2",-0.170682924785499,2.4053144053838,0.823886310981885,1
"NEGR1",-0.170647569057267,2.41758154794805,0.823886310981885,1
"ZNF287",0.159943446918963,2.41625196305458,0.823886310981885,1
"RG9MTD3",-0.138543384131273,2.4118303353189,0.823886310981885,1
"GMCL1",-0.116766326800869,3.67040487900948,0.824644995262573,1
"LRRC8D",-0.113941445928106,3.65921289666673,0.824644995262573,1
"SAMD8",0.111275699547484,3.65802431245115,0.824644995262573,1
"FAM21C",0.106124039915953,3.67092500596105,0.824644995262573,1
"KIF18B",-0.104371049468007,3.6694523250132,0.824644995262573,1
"MUM1",-0.097934031257116,3.66201282048764,0.824644995262573,1
"METRN",-0.0861620506250599,3.67227664435422,0.824644995262573,1
"MYOF",0.0834185479354191,3.66669671866825,0.824644995262573,1
"RPN1",0.0390946221219899,7.02498286911694,0.82470528036998,1
"UBE2G2",-0.0699288132217556,4.5674717000959,0.824971666728117,1
"AKT1",0.0664690165075747,5.08434792496615,0.825014377576218,1
"CFL1",-0.0679610133496793,8.88949022004427,0.825021817787388,1
"COX6A1",0.0456622285596966,5.89200858351202,0.825261750838626,1
"FERMT2",-0.0551524671522069,5.26031010229554,0.826431715795552,1
"ACBD6",-0.0733804246603063,4.66980219453241,0.826718093189694,1
"SLC35B1",-0.0686110011599707,4.6701816884178,0.826718093189694,1
"ALG2",0.123889619515205,3.70094284768382,0.826740726822828,1
"GNE",0.12149719120838,3.69623855410661,0.826740726822828,1
"HDHD1",-0.118040513562238,3.68925266520778,0.826740726822828,1
"RNF139",0.115646941089401,3.69199413391779,0.826740726822828,1
"SNHG10",0.110251164648582,3.69904909669217,0.826740726822828,1
"MFSD5",-0.109808941140396,3.70444795211106,0.826740726822828,1
"FAM195A",0.108001727148367,3.69400267517425,0.826740726822828,1
"VPS53",0.107041363833142,3.70546895670351,0.826740726822828,1
"FAM165B",-0.105222122349262,3.69640743621852,0.826740726822828,1
"NIN",-0.104026576652495,3.70248046321834,0.826740726822828,1
"USP47",-0.101575381261065,3.70698525373308,0.826740726822828,1
"CHRAC1",-0.100391936080569,3.68784511579663,0.826740726822828,1
"NFYB",0.10015720633389,3.68647136371909,0.826740726822828,1
"MPRIP",-0.0998060052376908,3.69962919522236,0.826740726822828,1
"NBPF9",-0.0987550295957665,3.6923455825387,0.826740726822828,1
"MTERFD2",-0.0924539078794369,3.7046138255484,0.826740726822828,1
"ZBTB5",-0.0904851801974866,3.70371838853008,0.826740726822828,1
"EP300",-0.0872685122539408,3.70024528609004,0.826740726822828,1
"PATL1",0.0845445363890895,3.69903294931595,0.826740726822828,1
"ZFYVE27",0.0784862876005405,3.70024643228861,0.826740726822828,1
"CTNND1",-0.0631151835021078,4.99444022392857,0.826860785838884,1
"IWS1",-0.0556885916928069,5.31132084978705,0.826939652428366,1
"SNORD116-29",0.0565761478113276,9.32937309125646,0.826989582594626,1
"H1FX",-0.0876624221317352,4.53684815172741,0.827181378843785,1
"NDUFB3",0.0667639280203929,4.55653154003023,0.827743722823314,1
"ANXA7",-0.046622731345408,5.63116998268359,0.828043366116696,1
"NT5DC2",-0.0733924686658271,5.36252930084967,0.828433107829972,1
"ZFHX3",-0.119618740645118,3.7212750913054,0.828763445348498,1
"CTAGE5",0.110700953111085,3.7213676372698,0.828763445348498,1
"DDX20",-0.110614541448214,3.72490239202538,0.828763445348498,1
"ATP6V0A1",-0.105996422999755,3.71570673122425,0.828763445348498,1
"ATXN2",-0.105943820627219,3.71999409759311,0.828763445348498,1
"PIP4K2B",-0.101822264358018,3.72231520532654,0.828763445348498,1
"NUMB",0.100528017298062,3.71461496648476,0.828763445348498,1
"THY1",-0.0906825102286569,3.73069242479254,0.828763445348498,1
"FNTA",0.0683980853888637,4.70879840589074,0.829426286536247,1
"PTBP1",-0.0600747543527708,6.43841463577635,0.829521637554819,1
"LOC647979",0.061253590908945,5.3220469012637,0.829592560708907,1
"TXN",0.0402090671477545,7.49012822052657,0.829611087244831,1
"LOC388789",0.0558553229158828,5.28060577736651,0.830299711818541,1
"RHOC",0.0585598838926848,5.55783105785457,0.830467086740168,1
"PSMB7",-0.049442026629408,7.17585028063536,0.830641112221537,1
"KIAA1586",-0.113793911257797,3.74495038062228,0.830717298201947,1
"C14orf80",-0.101616324799603,3.74581541019858,0.830717298201947,1
"MANEAL",-0.100816999312207,3.75311764623157,0.830717298201947,1
"POLB",-0.0992831639944761,3.75160150224701,0.830717298201947,1
"NUDT9",-0.0989451233991908,3.7368901592874,0.830717298201947,1
"RAB23",0.0967847974070116,3.74629328095034,0.830717298201947,1
"ELP4",-0.0867972220281531,3.74909282989038,0.830717298201947,1
"C9orf21",-0.0851316147853929,3.75504731750666,0.830717298201947,1
"CDK10",-0.0804711075058155,3.74805140093341,0.830717298201947,1
"UBE2I",-0.0483603256148451,6.17730023452585,0.831169226809375,1
"TCF25",-0.0537015208251566,4.70624342832858,0.831656863011097,1
"SNORD15A",-0.0515485436806098,10.2471739801579,0.831778241724855,1
"MAP3K6",0.357053343769749,2.47364803221777,0.831899429829809,1
"KIAA1211",-0.345961493120795,2.47009298310664,0.831899429829809,1
"C17orf65",0.338228311896103,2.48285166752177,0.831899429829809,1
"ELMOD3",-0.337555574597029,2.48460690127659,0.831899429829809,1
"FAM107B",0.332949889808194,2.47922509292045,0.831899429829809,1
"FAM55C",-0.328252109871241,2.46683750608269,0.831899429829809,1
"ZNF879",0.314770724101924,2.46697839536982,0.831899429829809,1
"KLHL26",0.314282883480899,2.47075814123796,0.831899429829809,1
"DEPDC4",-0.304690391854719,2.46038646146628,0.831899429829809,1
"MYST4",0.296368283873974,2.49203239854974,0.831899429829809,1
"SLX1A-SULT1A3",0.274950184601567,2.49056080934443,0.831899429829809,1
"SLX1B-SULT1A4",0.274950184601567,2.49056080934443,0.831899429829809,1
"RSPH3",0.273753449063687,2.47447155481748,0.831899429829809,1
"PHF11",0.272127356044899,2.4819410421763,0.831899429829809,1
"USP2",-0.27101190415372,2.49305190220198,0.831899429829809,1
"SH3RF2",-0.269838728064277,2.4825922641142,0.831899429829809,1
"CA13",-0.269193435885434,2.49847552469957,0.831899429829809,1
"GHDC",-0.267189343227654,2.481178875099,0.831899429829809,1
"MCM9",-0.260878833833269,2.45917571720838,0.831899429829809,1
"CYP20A1",0.257646880198128,2.46863015884563,0.831899429829809,1
"ADCK1",-0.253272088685265,2.49202128980169,0.831899429829809,1
"FAM125B",-0.248413061819683,2.46790535848375,0.831899429829809,1
"SEPT7P2",0.232810336431716,2.47411014726057,0.831899429829809,1
"PPM1D",-0.22916226591558,2.48096211545784,0.831899429829809,1
"FOXRED2",-0.228680361715359,2.47481055087688,0.831899429829809,1
"ZSWIM2",0.224255543555693,2.50236220607254,0.831899429829809,1
"MAGEH1",0.22419478821386,2.47100821460609,0.831899429829809,1
"DTWD2",0.221941529547093,2.47992639475131,0.831899429829809,1
"SGK494",0.220311511229439,2.47706316253236,0.831899429829809,1
"ZNF33B",0.219916028921419,2.47735811250668,0.831899429829809,1
"RAB11FIP4",0.217782633546273,2.46464969782329,0.831899429829809,1
"IL17RB",-0.217122819796552,2.46984968379733,0.831899429829809,1
"ZNF284",0.209807557361088,2.47676644749702,0.831899429829809,1
"LOC100125556",-0.208013887764242,2.4823772740908,0.831899429829809,1
"KLF9",0.199319896369868,2.46404132095456,0.831899429829809,1
"NCKAP5L",0.192620004796327,2.4643189371852,0.831899429829809,1
"EEA1",-0.191333201294992,2.47582104492954,0.831899429829809,1
"TRIM16L",-0.188905400671924,2.47889772591493,0.831899429829809,1
"USP27X",0.186529115357511,2.47530937943972,0.831899429829809,1
"RALGAPA1",-0.177607030054531,2.48523266246487,0.831899429829809,1
"ACADS",0.176370746743441,2.47062937887844,0.831899429829809,1
"SIX5",0.151719399986473,2.48390310240507,0.831899429829809,1
"NANS",-0.0683216030722887,4.67266885068452,0.831991106325993,1
"KIAA0368",-0.0560154172080176,5.38289863947421,0.832115807122318,1
"LAMC1",0.0533972990000446,5.34770751883861,0.832399128045417,1
"SEPHS2",0.055894752331973,4.9052497647491,0.83244532156335,1
"YDJC",0.0655089884313684,4.57546511694197,0.832496283115373,1
"CLOCK",-0.11639340850582,3.77209583301996,0.832606110209344,1
"RAB24",-0.110180357493173,3.77924767425469,0.832606110209344,1
"PNPLA2",-0.104498369455904,3.77736542171039,0.832606110209344,1
"SETD2",0.0729986252915821,3.77424582178617,0.832606110209344,1
"RHEB",0.0517538004882681,5.0161507722894,0.832697626970436,1
"PRPF8",-0.0510628908687752,6.10764563195418,0.832793541204606,1
"PFDN6",0.0634781572626266,5.17500879765165,0.832831844362848,1
"HSPA4L",0.0541087695377573,5.0135307687869,0.833057249217392,1
"PSMB2",-0.0520809076259927,4.58347637273611,0.833269634825786,1
"IMMT",-0.0501507334837325,5.39891383247689,0.833555225440258,1
"NPRL2",-0.100001681035262,3.80483203373327,0.834433415211137,1
"EXOC5",0.0967342968160205,3.80239814100881,0.834433415211137,1
"DSG2",-0.0889899815791323,3.80338281424651,0.834433415211137,1
"NDUFB7",-0.0747190787143162,5.23868683296871,0.834466156178543,1
"CIAPIN1",-0.0583888877880842,5.16669665699366,0.83468950065962,1
"CBX3",-0.0435094203884133,6.86950262589272,0.834739638607977,1
"RARS",-0.0547418050837913,5.83667025136721,0.835720665016775,1
"CGGBP1",-0.0716280325264824,4.44337415488392,0.835962952507862,1
"CBX1",0.0501890230564196,5.7531922599059,0.836185199180277,1
"HOMER2",-0.115483218061923,3.82243696803913,0.836202483920627,1
"LOC645166",0.101365013590048,3.8152303773494,0.836202483920627,1
"PTGFRN",0.100533761700454,3.82829802394682,0.836202483920627,1
"DDX59",0.0935546655349699,3.83485554947778,0.836202483920627,1
"FAM173B",-0.0902057965838771,3.81938064827618,0.836202483920627,1
"TTI1",-0.0783393860466357,3.82171812176304,0.836202483920627,1
"HAUS2",-0.0771186519124906,3.82056565335915,0.836202483920627,1
"ACSL3",0.0615103589427207,4.9734256283524,0.836492083907123,1
"ADPGK",0.0524042006210311,4.94019261801835,0.836626060211098,1
"ZDHHC16",-0.112536986077091,3.85191359541475,0.837916348590484,1
"NOSIP",0.103981919451379,3.85469989133326,0.837916348590484,1
"RP9",-0.10159741124569,3.84779354892406,0.837916348590484,1
"CHEK2",-0.0940744758356089,3.84653799607502,0.837916348590484,1
"PTPRA",0.0920043828001136,3.85250133724827,0.837916348590484,1
"AP1G2",-0.0910753521883995,3.851302475851,0.837916348590484,1
"CEP192",-0.0790003634386432,3.85433200535316,0.837916348590484,1
"RB1CC1",-0.0740155602318645,3.84577967341069,0.837916348590484,1
"NET1",-0.0729946554760376,3.85048205882033,0.837916348590484,1
"TMEM101",-0.0692252645468733,3.84768158156694,0.837916348590484,1
"SLC38A2",-0.0569030161682956,6.23593932419919,0.838102662735611,1
"CD320",-0.074819267444819,4.93475997179288,0.838272708723016,1
"BTF3L4",-0.066573591311849,5.26587473295688,0.838285420872124,1
"BECN1",-0.0597284721100289,4.77876344250881,0.838303762455906,1
"LY6E",-0.0571808291378156,4.97616648279775,0.838450164536736,1
"PCDHAC1",0.310370048949444,2.53007171709128,0.838911239039142,1
"DBP",0.305539343437803,2.53051215021137,0.838911239039142,1
"ZNF579",0.277420469619127,2.52502763557052,0.838911239039142,1
"HIST2H2BC",-0.277292266771088,2.52367098465484,0.838911239039142,1
"ZNF573",-0.272717398797378,2.55230676145222,0.838911239039142,1
"ASPHD2",0.27037253700951,2.54059888913212,0.838911239039142,1
"NPL",-0.270340931849413,2.54198862254,0.838911239039142,1
"DNAJC6",-0.267625539726278,2.54092456512593,0.838911239039142,1
"ATP5J2-PTCD1",-0.262886663574193,2.55312188619866,0.838911239039142,1
"CTNS",-0.260462530437246,2.52399439411071,0.838911239039142,1
"SLC12A9",-0.256620874503099,2.54629877601705,0.838911239039142,1
"CTTNBP2NL",0.252812521084235,2.55101157494493,0.838911239039142,1
"MDFIC",-0.252676186082375,2.52193460814682,0.838911239039142,1
"KCTD7",0.252585359053742,2.51563138286659,0.838911239039142,1
"ATP10D",-0.252380018771802,2.52948696661225,0.838911239039142,1
"DNAJC14",-0.251352223149041,2.52768323871691,0.838911239039142,1
"TENC1",0.244449770762975,2.54145358148827,0.838911239039142,1
"LMCD1",-0.240376313700158,2.51166071043391,0.838911239039142,1
"ZNF155",0.239125750442037,2.5572795619944,0.838911239039142,1
"PIGB",-0.237428837566395,2.55584054973037,0.838911239039142,1
"FAM149B1",-0.235499778374987,2.52894694227013,0.838911239039142,1
"PLEKHA5",-0.233064333761966,2.54304196699793,0.838911239039142,1
"C13orf1",0.230031005052561,2.5142284978871,0.838911239039142,1
"CCDC150",0.22585553631573,2.53648451717703,0.838911239039142,1
"ZNF583",-0.210375556643706,2.52414181490058,0.838911239039142,1
"TMEM63A",-0.195804910575743,2.56265159292282,0.838911239039142,1
"PLA2G15",0.190524090800391,2.54455263970935,0.838911239039142,1
"AUH",-0.189761531908164,2.55748798855316,0.838911239039142,1
"CIDECP",0.187453304477877,2.52546905218229,0.838911239039142,1
"XRCC4",-0.163152783425503,2.5443885518192,0.838911239039142,1
"PLSCR3",-0.160207544080563,2.53220424819534,0.838911239039142,1
"DNAL1",-0.158396964716407,2.53108315964776,0.838911239039142,1
"WDR31",-0.156513776602573,2.54905378159652,0.838911239039142,1
"MTMR10",-0.153271097734623,2.54367660043398,0.838911239039142,1
"KIAA0664L3",-0.150455441849643,2.54789753705053,0.838911239039142,1
"TRIM13",-0.149485829968695,2.53225026100319,0.838911239039142,1
"CDC26",0.147641958867479,2.53767043814081,0.838911239039142,1
"KRT222",-0.142634823072629,2.53560981773492,0.838911239039142,1
"ANKRD36B",0.136719601220903,2.53458149429716,0.838911239039142,1
"TBC1D22B",-0.134641885261498,2.53186653997618,0.838911239039142,1
"DMC1",-0.129406390414483,2.53358531385307,0.838911239039142,1
"INPPL1",0.0604503729452335,4.77806152911782,0.839007953680891,1
"SNORD17",0.0487270917103615,9.7169786759195,0.839477187577441,1
"PCGF1",-0.0972825627574985,3.87996404693777,0.839577824910738,1
"SLC25A38",-0.0953042404331763,3.86634346768942,0.839577824910738,1
"TP53",0.0941007434428953,3.87965512207912,0.839577824910738,1
"PRR14L",-0.0939127092122226,3.87959558375649,0.839577824910738,1
"LEMD2",0.0847773504453898,3.86746370353841,0.839577824910738,1
"SPNS1",0.0846886587299479,3.87511481794741,0.839577824910738,1
"FNDC3A",-0.0807911894993305,3.87988146223046,0.839577824910738,1
"TFIP11",0.0783547797964293,3.87739336711066,0.839577824910738,1
"KIF3B",-0.0723690465114081,3.86865468919991,0.839577824910738,1
"MARK2",-0.061764454534911,3.87413881449313,0.839577824910738,1
"PFDN4",0.0595610073523365,4.78754621595773,0.839645851644551,1
"EIF4EBP1",-0.0728624730937787,5.78178775324675,0.839808371559842,1
"SNAR-A14",-0.106664748172341,8.8519328656293,0.840220840442165,1
"SNAR-A11",-0.106664748416007,8.8519328656293,0.840221476659917,1
"SNAR-A3",-0.106664748719639,8.8519328656293,0.840222269460351,1
"SNAR-A4",-0.106664749470654,8.8519328656293,0.840224230411178,1
"SNAR-A10",-0.106664749671135,8.8519328656293,0.84022475388426,1
"SNAR-A5",-0.106664749695272,8.8519328656293,0.840224816908888,1
"SNAR-A6",-0.106664750575959,8.8519328656293,0.840227116486955,1
"SNAR-A8",-0.106664750701617,8.8519328656293,0.840227444598117,1
"SNAR-A7",-0.106664751319765,8.8519328656293,0.840229058679562,1
"SNAR-A9",-0.106664751548726,8.8519328656293,0.840229656534987,1
"POLD3",-0.108748772948928,3.89745624430003,0.841189531498096,1
"MED13L",0.0979649647613949,3.90228068544849,0.841189531498096,1
"DAP",-0.0869232716058237,3.90269137371799,0.841189531498096,1
"ALDH7A1",-0.0846841477455818,3.90396715409398,0.841189531498096,1
"PVT1",-0.0790595654966956,3.8898777057839,0.841189531498096,1
"C6orf211",-0.0776193012849249,3.89835984999093,0.841189531498096,1
"ZC3H7B",-0.0746966191777592,3.8945663418049,0.841189531498096,1
"ATG16L1",-0.070632538336375,3.90137838479673,0.841189531498096,1
"C18orf21",-0.0702581059918391,3.89279314253045,0.841189531498096,1
"MYST2",-0.0685525596349673,3.89895449823635,0.841189531498096,1
"PEX13",-0.0615424977207325,3.89899899653837,0.841189531498096,1
"CAMLG",-0.0597989651918033,3.89638903882911,0.841189531498096,1
"HDGFRP3",-0.0624507350414509,4.79716340570948,0.841401710981093,1
"MEF2A",0.0850236509511507,3.89616605777695,0.84222503486777,1
"RAF1",0.0570948837968925,5.10123121895792,0.842568658431209,1
"NACC1",-0.0707310090616043,5.11768805944652,0.842638751945275,1
"KIF5B",-0.0410099560402652,6.10069322625206,0.842695833575638,1
"MGAT4B",-0.0601574576012786,4.69798843872083,0.84274291846086,1
"STRN",0.0979980679989376,3.91517016686612,0.842753907283506,1
"KIAA1432",0.0975420018256735,3.91514252141995,0.842753907283506,1
"NCAPH",-0.0966080093157707,3.91583334223849,0.842753907283506,1
"C4orf52",-0.0900451588549357,3.92302149070387,0.842753907283506,1
"RCOR3",-0.0844513925486019,3.92901442360906,0.842753907283506,1
"TUSC2",-0.083374169179815,3.92559544785669,0.842753907283506,1
"ARFGAP1",0.0824968491733503,3.92122167792584,0.842753907283506,1
"GNPDA2",-0.0792840332982669,3.92236548624804,0.842753907283506,1
"VKORC1L1",-0.0782739150354754,3.92665249235947,0.842753907283506,1
"UCHL3",-0.0731685965605245,3.91887615234533,0.842753907283506,1
"OCLN",-0.0649493415071556,3.92223543905578,0.842753907283506,1
"IPO7",-0.0353635269586716,7.04010372147185,0.843277648772689,1
"TYMS",0.0496358335344184,6.29955316829798,0.843419932350906,1
"SAFB",0.0663147151026505,4.64473200781676,0.843456587310213,1
"TMEM14C",0.0603112691253005,5.37148979813957,0.843656855892702,1
"RAN",-0.0488378838209575,8.20897946089399,0.843770065590764,1
"SNRPD3",0.0740664136640526,4.91626564247023,0.843778371184506,1
"NUP98",-0.0499416218021263,5.4522850631729,0.843782909154623,1
"NAA40",-0.102144023755136,3.94496628611465,0.844273227060803,1
"FADD",-0.0934244882283045,3.94724654946733,0.844273227060803,1
"FAM195B",-0.0931863850892098,3.94290905479486,0.844273227060803,1
"NR2C2AP",-0.0691406170023954,3.94214016124055,0.844273227060803,1
"ZNF514",0.281668590836725,2.59264004557524,0.845114285330634,1
"SDC3",0.272711757551403,2.60593034687396,0.845114285330634,1
"TST",0.257307821788129,2.59261736934016,0.845114285330634,1
"C7orf64",-0.255220512996375,2.60235935911988,0.845114285330634,1
"SLC44A2",0.253854740904541,2.58397177671591,0.845114285330634,1
"FUK",-0.241134363065901,2.58241031011479,0.845114285330634,1
"ISY1-RAB43",0.240236312010705,2.58413315743494,0.845114285330634,1
"TMEM51",0.237772071728778,2.60824703793721,0.845114285330634,1
"KIF16B",-0.23586911616787,2.59364849286437,0.845114285330634,1
"MFSD3",-0.235833019623967,2.5965780685641,0.845114285330634,1
"C19orf40",-0.231235113550443,2.6126621388292,0.845114285330634,1
"FBXO10",0.228752176290167,2.60266269418788,0.845114285330634,1
"DHTKD1",-0.215876386560098,2.62019191702685,0.845114285330634,1
"ISL2",0.215540354878275,2.60725893477162,0.845114285330634,1
"ZBTB8A",-0.208924377333145,2.61803058960912,0.845114285330634,1
"CECR7",0.206361138702866,2.57730852585107,0.845114285330634,1
"RP9P",-0.206106695290273,2.60452615697532,0.845114285330634,1
"IRAK1BP1",-0.20528595471418,2.59261581683822,0.845114285330634,1
"TBC1D12",0.19681323440494,2.58701386991007,0.845114285330634,1
"IFFO1",-0.196209287382903,2.59090645738682,0.845114285330634,1
"HIC1",0.19448353107627,2.61358040456539,0.845114285330634,1
"CAPRIN2",0.192842015712189,2.59296593997264,0.845114285330634,1
"MREG",-0.192499610189863,2.61528847075407,0.845114285330634,1
"TSPAN9",-0.19168835930616,2.58143014105316,0.845114285330634,1
"SYNGAP1",0.190732015290305,2.61322605659055,0.845114285330634,1
"ZNF566",-0.184367338065317,2.58425259680059,0.845114285330634,1
"KIF24",-0.181399416275124,2.57786926922757,0.845114285330634,1
"SLC12A4",0.178796603781282,2.60618006410881,0.845114285330634,1
"COX19",0.178642663102038,2.5868785133459,0.845114285330634,1
"ARHGAP32",0.174439827110862,2.58238977760836,0.845114285330634,1
"TSHZ1",-0.172487751422779,2.58390896162807,0.845114285330634,1
"CADM4",0.172442745067541,2.5925753275947,0.845114285330634,1
"C1orf159",0.170497389655517,2.59202155504568,0.845114285330634,1
"ZNF430",0.170006541446038,2.61095301777183,0.845114285330634,1
"PLLP",-0.169658590548541,2.58395186972317,0.845114285330634,1
"ITFG2",-0.169163276269213,2.59296555446398,0.845114285330634,1
"ITPR1",0.150387882957164,2.60910396717253,0.845114285330634,1
"ZNF254",0.148362453516245,2.59245919158868,0.845114285330634,1
"SH2D2A",-0.146519024099182,2.60620955764868,0.845114285330634,1
"PPP1R3D",-0.14231201794127,2.59502520429302,0.845114285330634,1
"DCAF4",-0.141491412770387,2.6082909122107,0.845114285330634,1
"NAGPA",-0.124260166312416,2.60476698454858,0.845114285330634,1
"RPGRIP1L",-0.115506067315275,2.59532499131696,0.845114285330634,1
"NDUFA12",-0.0539475121006744,5.73898063066197,0.845621630771918,1
"SYPL1",-0.0533488566915418,4.80406314042065,0.845733094834499,1
"ORC1",-0.0992748340075389,3.96804387960184,0.845749615421861,1
"UBE2W",0.0877299078393013,3.96591251526493,0.845749615421861,1
"SLC39A3",0.0842993370197215,3.97716808400605,0.845749615421861,1
"TOR1B",-0.0799955558891616,3.96654589130901,0.845749615421861,1
"KPNA3",-0.0738520556076778,3.96157799981034,0.845749615421861,1
"TRAPPC8",-0.0722926828028373,3.96097321856498,0.845749615421861,1
"CCNT1",0.0674235449361362,3.96632281901535,0.845749615421861,1
"TAF12",-0.0665342015045258,3.96985587662142,0.845749615421861,1
"B2M",0.0360872829345683,7.45000771756822,0.846232304543984,1
"SCAF11",-0.054522323834443,5.10925586157641,0.846467412811919,1
"C17orf79",0.050500462354202,5.70471692029982,0.846523081255598,1
"RPSA",-0.0283934576883805,8.97383473968147,0.846903238964202,1
"MPHOSPH10",-0.0940583844121874,3.98989695271614,0.847185059272453,1
"MMGT1",-0.0877659829540831,3.99204947783043,0.847185059272453,1
"PHF17",-0.0799369641411739,3.97881413948187,0.847185059272453,1
"LATS2",0.0794455041826844,3.98160847295982,0.847185059272453,1
"NIPBL",0.0735460631250259,3.98330402003626,0.847185059272453,1
"CDYL",0.0698773412130044,3.99017259393029,0.847185059272453,1
"PSMA4",-0.0426274853367353,6.97804478558178,0.847427627479856,1
"DDR2",-0.125222666802647,4.60998865247399,0.847903636713701,1
"PGRMC1",0.0430969611143786,5.83978135076329,0.848016190517271,1
"TPD52L2",0.0543737359597514,5.39376765873746,0.848080037631588,1
"SNORD79",0.0403132530250331,12.851047803372,0.848352726291759,1
"NAA10",-0.0569769988864637,6.44885731933077,0.848465827272218,1
"SLC30A9",0.052069275574798,5.14188694130343,0.848565585976619,1
"ARFIP1",-0.0851402189852007,4.00351900339841,0.848581419096654,1
"MIS18A",-0.0841854197700485,4.00719941538088,0.848581419096654,1
"PRRC2B",0.0840238630279526,4.00332383848296,0.848581419096654,1
"PARVB",0.0834268295666717,4.01750620215992,0.848581419096654,1
"EPHX1",0.0684477969172868,4.0044244000338,0.848581419096654,1
"AATF",-0.0623105413040088,4.00827042081794,0.848581419096654,1
"ATP6V0B",-0.0421836458706335,5.8332915424707,0.84917986605512,1
"TOMM5",-0.0530142173356513,7.00326271782665,0.849198887718138,1
"SNORD45B",0.0461478439952668,9.80810133522387,0.849239617237825,1
"BBS2",0.102650684650943,3.80426344580055,0.849392083325657,1
"EXOSC5",-0.090945034278468,4.02914537382573,0.84994043911493,1
"UBE2B",0.0884042277668621,4.0305754993632,0.84994043911493,1
"PIGT",0.0856710087020251,4.0323329459516,0.84994043911493,1
"RGS20",-0.0853802849385155,4.03608745903134,0.84994043911493,1
"SMARCC2",-0.0630400506469533,4.02702811838987,0.84994043911493,1
"MRAS",0.0590525992809099,4.03195950782942,0.84994043911493,1
"EID2",0.0562607279424526,4.03157555672999,0.84994043911493,1
"PIN1",0.0531905414235178,4.77575505836017,0.850357535727199,1
"STAU2",0.0459862437076003,5.51212412899184,0.850467168153213,1
"ABHD8",0.283360788864649,2.65140137824409,0.850652980114581,1
"SEMA6B",0.278104396121006,2.65180983081832,0.850652980114581,1
"AMN1",0.267852450888822,2.65849405345291,0.850652980114581,1
"GSTM4",-0.254103723771664,2.64228958155664,0.850652980114581,1
"SETD6",-0.241017337348332,2.66383581038205,0.850652980114581,1
"TMEM120B",-0.230665877974509,2.64859201528989,0.850652980114581,1
"VPS33B",-0.230319080198294,2.66265125689331,0.850652980114581,1
"SLC35E3",0.2301828995096,2.66955950794917,0.850652980114581,1
"FLJ43663",0.224382092246052,2.64022920765076,0.850652980114581,1
"UPF3A",-0.222018202584091,2.66773783404787,0.850652980114581,1
"ZNF16",0.212823199279685,2.66997044814202,0.850652980114581,1
"B3GALTL",-0.208561282754288,2.66335887284722,0.850652980114581,1
"KIAA2018",-0.203860321211866,2.63507162550223,0.850652980114581,1
"N6AMT2",0.201808892612001,2.62925740796585,0.850652980114581,1
"TRIM35",-0.2015701905058,2.62760502434129,0.850652980114581,1
"RIC8B",0.197201550559948,2.67320895681172,0.850652980114581,1
"TNK2",0.195084473026155,2.63082655560771,0.850652980114581,1
"SYT5",0.193433122340073,2.64851764799035,0.850652980114581,1
"ENOX2",-0.192614067737359,2.65720441360935,0.850652980114581,1
"ZNF777",0.186464781641495,2.67450343870705,0.850652980114581,1
"TCEAL1",0.181031278870889,2.65259088585957,0.850652980114581,1
"FAM102A",-0.179732884339577,2.64596917992823,0.850652980114581,1
"ZNF180",-0.173882999732257,2.66894129253564,0.850652980114581,1
"CCNO",-0.173196812588558,2.64577850211838,0.850652980114581,1
"CEP152",-0.172708334689504,2.67502645746415,0.850652980114581,1
"ZSCAN2",-0.170031156318909,2.65938408614807,0.850652980114581,1
"C14orf159",-0.168425504734643,2.66939370618256,0.850652980114581,1
"CCDC18",-0.167344263372136,2.65552182720088,0.850652980114581,1
"CBFA2T2",0.16510361269205,2.64168431933563,0.850652980114581,1
"FRG1B",0.164704910647052,2.63691262565284,0.850652980114581,1
"CDH24",-0.163642167241838,2.64509629862991,0.850652980114581,1
"ERBB3",0.161171384834315,2.66856405916949,0.850652980114581,1
"KANK2",-0.159860042009215,2.64186023786785,0.850652980114581,1
"VPS11",-0.158594226287444,2.66845979145856,0.850652980114581,1
"AGXT2L2",-0.156827996227494,2.66621248999292,0.850652980114581,1
"STX2",-0.156049513483109,2.66262444809006,0.850652980114581,1
"ZNF383",-0.148742829809881,2.65064593385494,0.850652980114581,1
"SMA5",-0.130156657249212,2.64594916065498,0.850652980114581,1
"P2RX4",0.124442374689029,2.65981343072088,0.850652980114581,1
"ZNF670",0.122477842719353,2.65454901848058,0.850652980114581,1
"ZNF510",0.121167935481988,2.65941807801099,0.850652980114581,1
"ZNF219",-0.110755003761516,2.65610180312771,0.850652980114581,1
"C12orf29",-0.0879587109648109,4.04721336162487,0.851263756462104,1
"PEX5",0.0840750289901208,4.05531371899869,0.851263756462104,1
"FBXO45",0.0773430588992291,4.04379786109791,0.851263756462104,1
"C16orf72",0.0746774113106276,4.04730557117549,0.851263756462104,1
"SIM1",-0.0647394109458232,4.82500053223293,0.851797696446868,1
"DDX18",0.0523284167545228,4.76170501710505,0.852110882478356,1
"SNRPA",-0.049488606309258,5.20150553301189,0.852129394075509,1
"SH3BGRL",-0.0656818271251108,4.94944016489307,0.852308316851133,1
"RNF41",0.0751139285339552,3.89872009029595,0.852333878738735,1
